68215, 261, 9, 3, 2
70480, 264, 28, 0, 0
52375, 227, 25, 11, 10
41064, 200, 30, 10, 8
23181, 152, 6, 5, 4
37770, 194, 11, 3, 2
50733, 225, 6, 6, 6
26693, 162, 20, 7, 0
65102, 255, 6, 4, 5
35365, 188, 4, 2, 1
