32895, 181, 11, 3, 2
75409, 274, 18, 3, 0
65314, 255, 17, 0, 0
70956, 266, 10, 10, 0
29085, 170, 12, 5, 4
13011, 113, 11, 11, 0
92344, 300, 36, 30, 0
14106, 118, 10, 9, 1
20639, 143, 10, 9, 3
13542, 116, 9, 2, 1
